지역,대학명,전형명,학과명,2026등급컷I,2026등급컷II,2026등급컷III,2025등급컷,2025등급컷2,25년합격cutI기준,25년합격CUTII기준,,26년합격cut I기준,26년합격cut II 기준,26년합격cut III기준,,
경북,대구대학교,지역인재전형 ,부동산지적학과,,,,4.5,4.38,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,"경영학부(경영학,회계학)",,,,5.3,4.85,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,경제금융통상학과,,,,5.68,5.23,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,"호텔관광경영학부
(관광항공경영,호텔관광외식서비스)",,,,5.16,4.9,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,일본어일본학과,,,,4.39,4.07,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,사회복지학과,,,,3.04,3.03,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,청소년상담복지학과,,,,4,3.95,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,아동가정복지학과,,,,5.07,4.82,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,평생교육실버복지학과,,,,4.77,4.34,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,"미디어커뮤니케이션학부
(영상콘텐츠전공,광고PR전공)",,,,4.02,3.8,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,문헌정보학과,,,,3.7,3.58,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,심리학과,,,,3.53,2.86,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,보건의료학과(보건의료정보학과),,,,4.83,4.11,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,응급구조학과,,,,3.4,3.4,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,동물자원학과,,,,4.56,4.18,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,반려동물산업학과,,,,4.29,4.03,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,스마트원예학과,,,,5.1,4.75,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,식품가공학과(식품가공외식학과),,,,5,4,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,건축공학과,,,,5.2,4.63,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,소방안전방재학과,,,,4.52,4.38,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,"기계자동차공학부
(기계공학,미래자동차동학)",,,,4.83,4.83,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,식품영양학과,,,,3.96,3.96,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,조경산림정원학과(조경정원디자인학과),,,,5.12,4.31,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,친환경에너지학과(에너지배터리학과),,,,5.39,5.23,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,반도체전자공학전공,,,,4.67,4.28,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,전기공학전공,,,,4.92,4.65,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,컴퓨터공학전공,,,,4.67,4,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,컴퓨터소프트웨어전공,,,,5.07,4.49,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,사이버보안전공,,,,5.36,5.14,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,서비스마케팅디자인전공,,,,,,,,,,,,,
경북,대구대학교,지역인재전형 ,패션디자인학과,,,,,,,,,,,,,
경북,대구대학교,지역인재전형 ,실내건축디자인학과,,,,4.43,3.75,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,게임학과,,,,4.33,3.81,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,국어교육과,,,,2.71,2.62,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,영어교육과,,,,2.93,2.93,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,역사교육과,,,,2.3,2.15,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,일반사회교육과,,,,2.35,2.3,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,지리교육과,,,,2.38,2.19,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,유아교육과,,,,3.23,3.1,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,특수교육과,,,,2.36,1.93,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,초등특수교육과,,,,2.36,2.26,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,유아특수교육과,,,,3.08,2.61,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,수학교육과,,,,2.67,2.56,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,물리교육과,,,,3.98,3.68,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,화학교육과,,,,3.41,3.28,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,생물교육과,,,,3.1,2.81,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,지구과학교육과,,,,3.29,2.83,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,물리치료학과,,,,2.39,2.04,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,작업치료학과,,,,3.64,3.5,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,언어치료학과,,,,3.41,3.4,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,"재활상담심리치료학과(재활상담학과, 재활심리학과)",,,,4.9,4.81,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,재활심리학과,,,,,,,,,,,,,
경북,대구대학교,지역인재전형 ,의료재활학과,,,,4.34,3.91,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,재활건강증진학과,,,,4.51,4.4,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,간호학과,,,,2.27,2.19,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,지역인재전형 ,"문화콘텐츠학부(문화예술학부(미디어문예창작,문화콘텐츠,
공연예술))",,,,5.37,5.33,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,특성화교과전형 ,자유전공학부,,,,5.15,4.47,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,특성화교과전형 ,자치경찰학전공,,,,3.04,3.04,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,특성화교과전형 ,국방군사학과,,,,,,,,,,,,,
경북,대구대학교,특성화교과전형 ,부동산지적학과,,,,4.44,3.64,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,특성화교과전형 ,"경영학부(경영학,회계학)",,,,3.38,3.14,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,특성화교과전형 ,경제금융통상학과,,,,4,3.04,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,특성화교과전형 ,"호텔관광경영학부
(관광항공경영,호텔관광외식서비스)",,,,3.29,2.68,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,특성화교과전형 ,청소년상담복지학과,,,,3.81,3.81,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,특성화교과전형 ,보건의료학과(보건의료학과(보건의료정보학과)),,,,4.8,4.4,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,특성화교과전형 ,동물자원학과,,,,4.23,3.39,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,특성화교과전형 ,반려동물산업학과,,,,3.7,2.97,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,특성화교과전형 ,스마트원예학과,,,,4.68,4.23,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,특성화교과전형 ,식품가공학과(식품가공외식학과),,,,3.81,2.79,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,특성화교과전형 ,건축공학과,,,,4.19,3.52,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,특성화교과전형 ,소방안전방재학과,,,,3.49,3.22,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,특성화교과전형 ,"기계자동차공학부
(기계공학,미래자동차동학)",,,,4.38,4.03,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,특성화교과전형 ,식품영양학과,,,,4.19,4.19,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,특성화교과전형 ,조경산림정원학과(조경정원디자인학과),,,,3.83,3.7,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,특성화교과전형 ,친환경에너지학과(에너지배터리학과),,,,4.48,3.1,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,특성화교과전형 ,반도체전자공학전공,,,,3.29,3,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,특성화교과전형 ,전기공학전공,,,,2.06,1.93,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,특성화교과전형 ,컴퓨터공학전공,,,,3.72,3.13,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,특성화교과전형 ,컴퓨터소프트웨어전공,,,,2.37,2.37,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,특성화교과전형 ,사이버보안전공,,,,5.41,3.55,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,특성화교과전형 ,"웹툰영상애니메이션학부
(영상애니메이션,웹툰)",,,,2.75,2.45,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,특성화교과전형 ,패션디자인학과,,,,3.24,1.77,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,특성화교과전형 ,"뷰티학부(헤어디자인전공,메이크업피부전공)(뷰티스타일학과)",,,,3.37,3.31,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,특성화교과전형 ,게임학과,,,,1.81,1.81,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,특성화교과전형 ,물리치료학과,,,,1.44,1.44,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,특성화교과전형 ,작업치료학과,,,,3.24,3.24,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,특성화교과전형 ,"재활상담심리치료학과(재활상담학과, 재활심리학과)",,,,4.03,3.26,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,특성화교과전형 ,재활건강증진학과,,,,3.82,2.76,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,특수창의융합 ,특수창의융합학과,,,,,,,,,,,,,
경북,대구대학교,만학도 특별전형 ,글로컬라이프대학,,,,,,,,,,,,,
경북,대구대학교,서류전형 ,자유전공학부,,,,7.33,6.7,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,소방행정학전공,,,,5.89,5.5,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,공직법무전공,,,,7.15,6.96,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,경찰행정학전공,,,,4.68,4.45,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,자치경찰학전공,,,,5.34,5.06,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,국방군사학과,,,,7.01,6.48,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,부동산지적학과,,,,6.79,5.66,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,"경영학부(경영학,회계학)",,,,7.28,6.66,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,경제금융통상학과,,,,7.45,6.77,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,"호텔관광경영학부
(관광항공경영,호텔관광외식서비스)",,,,7.13,6.08,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,일본어일본학과,,,,6.05,6.05,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,사회복지학과,,,,5.02,5.02,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,청소년상담복지학과,,,,5.92,5.92,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,아동가정복지학과,,,,6.8,6.25,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,평생교육실버복지학과,,,,6.4,6.11,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,"미디어커뮤니케이션학부
(영상콘텐츠전공,광고PR전공)",,,,5.62,5.45,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,문헌정보학과,,,,5.86,5.5,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,심리학과,,,,5.06,4.88,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,보건의료학과(보건의료정보학과),,,,6.71,5.79,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,응급구조학과,,,,5.35,5.35,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,동물자원학과,,,,7.06,6.8,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,반려동물산업학과,,,,5.54,5.54,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,스마트원예학과,,,,6.21,5.7,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,식품가공학과(식품가공외식학과),,,,6.29,6.29,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,건축공학과,,,,6.85,6.27,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,소방안전방재학과,,,,5.81,5.8,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,"기계자동차공학부
(기계공학,미래자동차동학)",,,,6.73,6.64,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,식품영양학과,,,,5.92,5.61,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,조경산림정원학과(조경정원디자인학과),,,,6.52,6.52,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,반도체전자공학전공,,,,6.87,6.54,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,전기공학전공,,,,7.29,6.28,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,컴퓨터공학전공,,,,5.84,5.68,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,컴퓨터소프트웨어전공,,,,6.93,6.52,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,사이버보안전공,,,,7.38,7.03,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,서비스마케팅디자인전공,,,,7.62,6.87,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,산업디자인학과,,,,6.65,5.66,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,패션디자인학과,,,,5.54,5.54,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,"뷰티학부(헤어디자인전공,메이크업피부전공)(뷰티스타일학과)",,,,7,6.84,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,실내건축디자인학과,,,,6.13,5.56,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,게임학과,,,,6.2,5.66,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,국어교육과,,,,4.57,4.42,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,영어교육과,,,,4.97,4.97,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,역사교육과,,,,3.8,3.68,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,일반사회교육과,,,,4,3.71,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,지리교육과,,,,3.93,3.88,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,유아교육과,,,,4.57,4.57,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,특수교육과,,,,4.11,3.72,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,초등특수교육과,,,,3.66,3.59,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,유아특수교육과,,,,4.52,4.47,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,수학교육과,,,,4.26,4.04,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,물리교육과,,,,6.06,5.75,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,화학교육과,,,,5.06,4.83,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,생물교육과,,,,4.32,4.02,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,지구과학교육과,,,,4.46,4.1,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,물리치료학과,,,,3.84,3.63,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,작업치료학과,,,,4.88,4.88,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,언어치료학과,,,,5.44,5.25,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,"재활상담심리치료학과(재활상담학과, 재활심리학과)",,,,7.35,6.94,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,재활심리학과,,,,,,,,,,,,,
경북,대구대학교,서류전형 ,재활건강증진학과,,,,6.45,5.39,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,간호학과,,,,3.7,4.56,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,스포츠헬스케어학과,,,,7.65,6.8,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,서류전형 ,"문화콘텐츠학부(문화예술학부(미디어문예창작,문화콘텐츠,
공연예술))",,,,7.03,6.52,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구대학교,장애인등대상자특별전형 (외),자유전공학부,,,,,,,,,,,,,
경북,대구대학교,장애인등대상자특별전형 (외),소방행정학전공,,,,,,,,,,,,,
경북,대구대학교,장애인등대상자특별전형 (외),부동산지적학과,,,,,,,,,,,,,
경북,대구대학교,장애인등대상자특별전형 (외),"경영학부(경영학,회계학)",,,,,,,,,,,,,
경북,대구대학교,장애인등대상자특별전형 (외),경제금융통상학과,,,,,,,,,,,,,
경북,대구대학교,장애인등대상자특별전형 (외),"호텔관광경영학부
(관광항공경영,호텔관광외식서비스)",,,,,,,,,,,,,
경북,대구대학교,장애인등대상자특별전형 (외),일본어일본학과,,,,,,,,,,,,,
경북,대구대학교,장애인등대상자특별전형 (외),사회복지학과,,,,,,,,,,,,,
경북,대구대학교,장애인등대상자특별전형 (외),청소년상담복지학과,,,,,,,,,,,,,
경북,대구대학교,장애인등대상자특별전형 (외),아동가정복지학과,,,,,,,,,,,,,
경북,대구대학교,장애인등대상자특별전형 (외),평생교육실버복지학과,,,,,,,,,,,,,
경북,대구대학교,장애인등대상자특별전형 (외),"미디어커뮤니케이션학부
(영상콘텐츠전공,광고PR전공)",,,,,,,,,,,,,
경북,대구대학교,장애인등대상자특별전형 (외),문헌정보학과,,,,,,,,,,,,,
경북,대구대학교,장애인등대상자특별전형 (외),심리학과,,,,,,,,,,,,,
경북,대구대학교,장애인등대상자특별전형 (외),보건의료학과(보건의료정보학과),,,,,,,,,,,,,
경북,대구대학교,장애인등대상자특별전형 (외),컴퓨터공학전공,,,,,,,,,,,,,
경북,대구대학교,장애인등대상자특별전형 (외),컴퓨터소프트웨어전공,,,,,,,,,,,,,
경북,대구대학교,장애인등대상자특별전형 (외),패션디자인학과,,,,,,,,,,,,,
경북,대구대학교,장애인등대상자특별전형 (외),"뷰티학부(헤어디자인전공,메이크업피부전공)(뷰티스타일학과)",,,,,,,,,,,,,
경북,대구대학교,장애인등대상자특별전형 (외),실내건축디자인학과,,,,,,,,,,,,,
경북,대구대학교,장애인등대상자특별전형 (외),게임학과,,,,,,,,,,,,,
경북,대구대학교,장애인등대상자특별전형 (외),국어교육과,,,,,,,,,,,,,
경북,대구대학교,장애인등대상자특별전형 (외),영어교육과,,,,,,,,,,,,,
경북,대구대학교,장애인등대상자특별전형 (외),역사교육과,,,,,,,,,,,,,
경북,대구대학교,장애인등대상자특별전형 (외),일반사회교육과,,,,,,,,,,,,,
경북,대구대학교,장애인등대상자특별전형 (외),특수교육과,,,,,,,,,,,,,
경북,대구대학교,장애인등대상자특별전형 (외),초등특수교육과,,,,,,,,,,,,,
경북,대구대학교,장애인등대상자특별전형 (외),유아특수교육과,,,,,,,,,,,,,
경북,대구대학교,장애인등대상자특별전형 (외),수학교육과,,,,,,,,,,,,,
경북,대구대학교,장애인등대상자특별전형 (외),물리교육과,,,,,,,,,,,,,
경북,대구대학교,장애인등대상자특별전형 (외),화학교육과,,,,,,,,,,,,,
경북,대구대학교,장애인등대상자특별전형 (외),생물교육과,,,,,,,,,,,,,
경북,대구대학교,장애인등대상자특별전형 (외),지구과학교육과,,,,,,,,,,,,,
경북,대구대학교,장애인등대상자특별전형 (외),"재활상담심리치료학과(재활상담학과, 재활심리학과)",,,,,,,,,,,,,
경북,대구대학교,장애인등대상자특별전형 (외),재활심리학과,,,,,,,,,,,,,
경북,대구대학교,장애인등대상자특별전형 (외),의료재활학과,,,,,,,,,,,,,
경북,대구대학교,장애인등대상자특별전형 (외),"문화콘텐츠학부(문화예술학부(미디어문예창작,문화콘텐츠,
공연예술))",,,,,,,,,,,,,
경북,대구대학교,지역기회균형전형 ,간호학과,,,,,,,,,,,,,
경북,대구대학교,특성화고 등을 졸업한 재직자 특별전형 ,글로컬라이프대학,,,,,,,,,,,,,
경북,대구대학교,특수창의융합인재전형 ,특수창의융합학과,,,,,,,,,,,,,
경북,대구대학교,평행학습자전형 ,글로컬라이프대학,,,,,,,,,,,,,
경북,대구한의대학교,일반전형 ,한의예과(자연),,,,1.29,1.23,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,일반전형 ,한의예과(인문),,,,1.13,1.08,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,일반전형 ,간호학과,,,,2.66,2.49,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,일반전형 ,물리치료학과,,,,2.86,2.52,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,일반전형 ,임상병리학과,,,,3.54,3.11,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,일반전형 ,반려동물보건학과,,,,4.8,4.2,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,일반전형 ,반려동물산업학과,,,,5.7,5.3,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,일반전형 ,화장품학과,,,,5.6,4.1,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,일반전형 ,뷰티케어학과,,,,5.3,3.9,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,일반전형 ,헤어메이크업디자인학과,,,,6.4,5.3,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,일반전형 ,K-뷰티비즈니스학과,,,,6.4,4.5,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,일반전형 ,제약공학과,,,,6.4,4.7,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,일반전형 ,재활치료학부,,,,5.2,4.5,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,일반전형 ,보건의료행정학과,,,,6.2,4.9,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,일반전형 ,미술심리치료학과,,,,5.8,4,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,일반전형 ,한방재활스포츠의학과,,,,5.5,4.9,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,일반전형 ,호텔외식조리베이커리학과,,,,6.4,5.3,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,일반전형 ,소방안전환경학과,,,,6.2,5.2,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,일반전형 ,실내디자인학과(실내건축디자인학과),,,,5.6,5,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,일반전형 ,응급구조학과,,,,,,,,,,,,,
경북,대구한의대학교,일반전형 ,사회복지학과(아동청소년복지상담전공),,,,6.4,5.6,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,일반전형 ,상담심리전공,,,,6,4.9,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,일반전형 ,경찰행정학과,,,,5.6,4.9,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,일반전형 ,중등특수교육과,,,,6.1,5,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,일반전형 ,체육학과,,,,7.2,7,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,면접전형 ,간호학과,,,,1.29,1.23,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,면접전형 ,반려동물보건학과,,,,2.9,2.69,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,면접전형 ,반려동물산업학과,,,,4.9,4.6,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,면접전형 ,화장품학과,,,,,,,,,,,,,
경북,대구한의대학교,면접전형 ,뷰티케어학과,,,,5.7,5.2,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,면접전형 ,헤어메이크업디자인학과,,,,5.6,5.1,최종등록자70%컷,최종등록자50%컷,,,,,,
경북,대구한의대학교,면접전형 ,재활치료학부,,,,,,,,,,,,,
경북,대구한의대학교,면접전형 ,한방재활스포츠의학과,,,,5.3,5,최종등록자70%컷,최종등록자50%컷,,,,,,
